Numero Origen,ID Usuario Origen,Dispositivo Origen,Dispositivo Destino,Numero Marcado Original,Numero Marcado Final,ID Usuario Destino,Origen,Destino,Codigo Origen,Codigo Destino,Tiempo de Conexion,Tiempo de Desconexion,Duracion(s)
2472,\ ,AN00F137DEFF400,SEP34DBFDCC93C1,2222,2222,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 03:41, PM","03/Nov/2021, 03:42, PM",61.0
2036,\ ,SEP34DBFDCC93C1,AN00F137DEFF400,2472,2472,\ ,Venezuela,Venezuela,0,16,"03/Nov/2021, 03:44, PM","03/Nov/2021, 03:44, PM",12.0
2196,\ ,SEP0C272455489E,CiscoUM1-VI1,2145,8000,\ ,Venezuela,Miami,16,0,"03/Nov/2021, 03:45, PM","03/Nov/2021, 03:45, PM",2.0
8615,TCARVALHO,SEPA4B439304390,SEPA4B4393042C7,8614,8614,GCARDOSO,Brasil,Brasil,16,0,"03/Nov/2021, 04:44, PM","03/Nov/2021, 04:44, PM",14.0
0985883617,\ ,10.200.180.2,10.200.180.2,5211,00981724591,\ ,Paraguay,Paraguay,16,0,"03/Nov/2021, 04:41, PM","03/Nov/2021, 04:46, PM",271.0
8614,GCARDOSO,SEPA4B4393042C7,CiscoUM1-VI1,8615,8000,\ ,Brasil,Miami,16,0,"03/Nov/2021, 04:48, PM","03/Nov/2021, 04:48, PM",2.0
3271,NCAETANO,SEP701F534C418C,CiscoUM1-VI1,8000,8000,\ ,Uruguay,Miami,16,0,"03/Nov/2021, 04:49, PM","03/Nov/2021, 04:49, PM",2.0
2336,\ ,SEP5017FF772F29,SEPAC44F2102795,2107,2107,sala_venezuela,Venezuela,Venezuela,0,16,"03/Nov/2021, 03:51, PM","03/Nov/2021, 03:52, PM",23.0
7382,\ ,SEP0C272454F8DA,SEPC4143C8B0AE8,2078,2078,PSALAZAR,Colombia,Venezuela,16,0,"03/Nov/2021, 02:52, PM","03/Nov/2021, 02:54, PM",109.0
6640,JILOPEZ,SEPECE1A9AA4F77,SIP_Trunk_InterGrupo,2200,2200,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 03:52, PM","03/Nov/2021, 03:56, PM",248.0
573503461,\ ,10.200.16.4,CiscoUM1-VI1,2104,8000,\ ,Venezuela,Miami,16,0,"03/Nov/2021, 03:56, PM","03/Nov/2021, 03:56, PM",6.0
7327,GFELPETO,SEP50F722702020,SEP50F7227022F9,7251,7251,ARECINE,Colombia,Colombia,16,0,"03/Nov/2021, 02:54, PM","03/Nov/2021, 02:58, PM",195.0
8611,\ ,SEPA4B439303F92,CiscoUM1-VI1,8615,8000,\ ,Brasil,Miami,16,0,"03/Nov/2021, 04:59, PM","03/Nov/2021, 04:59, PM",2.0
7382,\ ,SEP0C272454F8DA,CiscoUM1-VI1,2252,8000,\ ,Colombia,Miami,16,0,"03/Nov/2021, 03:02, PM","03/Nov/2021, 03:02, PM",6.0
2336,\ ,SEP5017FF772F29,SEPAC44F2102795,2107,2107,sala_venezuela,Venezuela,Venezuela,16,0,"03/Nov/2021, 04:05, PM","03/Nov/2021, 04:05, PM",24.0
2412,JSANCHEZ,SEP0C272455CDF4,CiscoUM1-VI1,2252,8000,\ ,Venezuela,Miami,16,0,"03/Nov/2021, 04:05, PM","03/Nov/2021, 04:05, PM",24.0
7316,CACUNA,SEPF07816A2453D,10.200.110.2,13816386,13816386,\ ,Colombia,Colombia,16,0,"03/Nov/2021, 02:59, PM","03/Nov/2021, 03:07, PM",490.0
2107,sala_venezuela,SEPAC44F2102795,SEP5017FF772F29,2336,2336,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 04:07, PM","03/Nov/2021, 04:08, PM",58.0
7316,CACUNA,SEPF07816A2453D,CiscoUM1-VI1,7384,8000,\ ,Colombia,Miami,16,0,"03/Nov/2021, 03:09, PM","03/Nov/2021, 03:09, PM",19.0
3195093500,\ ,10.200.110.2,CiscoUM1-VI1,7319,8000,\ ,Colombia,Miami,16,0,"03/Nov/2021, 03:10, PM","03/Nov/2021, 03:10, PM",5.0
2412,JSANCHEZ,SEP0C272455CDF4,CiscoUM1-VI1,2252,8000,\ ,Venezuela,Miami,16,0,"03/Nov/2021, 04:11, PM","03/Nov/2021, 04:11, PM",18.0
2254,\ ,SEP5017FF774174,SEPC4143C8B0AE8,2078,2078,PSALAZAR,Venezuela,Venezuela,16,0,"03/Nov/2021, 04:11, PM","03/Nov/2021, 04:12, PM",39.0
2040,\ ,SEP0C2724554851,AN00F137DEFF400,2472,2472,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 04:12, PM","03/Nov/2021, 04:12, PM",16.0
2152,NCARRERO,SEP0C27245593D5,SEP0C272455C1B2,6595,6595,ZTOVAR,Venezuela,Venezuela,0,16,"03/Nov/2021, 04:13, PM","03/Nov/2021, 04:13, PM",24.0
2107,sala_venezuela,SEPAC44F2102795,SEP5017FF772F29,2336,2336,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 04:13, PM","03/Nov/2021, 04:13, PM",31.0
2111,\ ,SEP34DBFDCDA833,SEP34DBFDCC93C1,2222,2222,\ ,Venezuela,Venezuela,0,16,"03/Nov/2021, 04:16, PM","03/Nov/2021, 04:17, PM",39.0
2184,LPONCE,SEP0C272455BA79,SEP34DBFDCD0C0C,2222,2222,sala_venezuela,Venezuela,Venezuela,0,16,"03/Nov/2021, 04:15, PM","03/Nov/2021, 04:18, PM",141.0
,\ ,10.200.100.2,SEPA4B439303F92,8611,8611,\ ,Brasil,Brasil,0,16,"03/Nov/2021, 05:18, PM","03/Nov/2021, 05:18, PM",12.0
,\ ,10.200.110.2,SEP0C2724303AD8,7399,7399,MAROMERO,Colombia,Colombia,17,0,"03/Nov/2021, 03:19, PM","03/Nov/2021, 03:19, PM",5.0
7384,MAROMERO,SEP0C2724303AD8,CiscoUM1-VI1,8000,8000,\ ,Colombia,Miami,16,0,"03/Nov/2021, 03:19, PM","03/Nov/2021, 03:19, PM",2.0
6017427413,\ ,10.200.110.2,CiscoUM1-VI1,7311,8000,\ ,Colombia,Miami,16,0,"03/Nov/2021, 03:20, PM","03/Nov/2021, 03:20, PM",18.0
6017427413,\ ,10.200.110.2,CiscoUM1-VI1,7311,8000,\ ,Colombia,Miami,16,0,"03/Nov/2021, 03:21, PM","03/Nov/2021, 03:21, PM",15.0
2336,\ ,SEP5017FF772F29,SEPAC44F2102795,2107,2107,sala_venezuela,Venezuela,Venezuela,16,0,"03/Nov/2021, 04:20, PM","03/Nov/2021, 04:20, PM",30.0
8520,JAGUTIERREZ,SEP0C272455C342,SEP0013601C1DCD,8511,8511,AMCASTRO,Peru,Peru,16,0,"03/Nov/2021, 03:28, PM","03/Nov/2021, 03:28, PM",9.0
8578,RROSADO,SEP0C272455940D,CiscoUM1-VI2,2828,8000,\ ,Peru,Miami,16,0,"03/Nov/2021, 03:29, PM","03/Nov/2021, 03:29, PM",5.0
3132311,\ ,10.200.110.2,CiscoUM1-VI1,7311,8000,\ ,Colombia,Miami,17,0,"03/Nov/2021, 03:29, PM","03/Nov/2021, 03:29, PM",30.0
6016183937,\ ,10.200.110.2,CiscoUM1-VI1,7315,8000,\ ,Colombia,Miami,16,0,"03/Nov/2021, 03:30, PM","03/Nov/2021, 03:30, PM",13.0
3503442418,\ ,10.200.110.2,CiscoUM1-VI1,7343,8000,\ ,Colombia,Miami,16,0,"03/Nov/2021, 03:34, PM","03/Nov/2021, 03:34, PM",51.0
3195093500,\ ,10.200.110.2,CiscoUM1-VI1,7319,8000,\ ,Colombia,Miami,16,0,"03/Nov/2021, 03:35, PM","03/Nov/2021, 03:35, PM",4.0
6485,MVALOTTA,SEP007686EC10A2,10.200.25.2,10056223880800,10056223880800,\ ,Argentina,Argentina,16,0,"03/Nov/2021, 05:32, PM","03/Nov/2021, 05:36, PM",235.0
3145,\ ,SEP00279025BA44,SEP00279025BB0F,3133,3133,\ ,Uruguay,Uruguay,0,16,"03/Nov/2021, 05:37, PM","03/Nov/2021, 05:38, PM",18.0
8525,GDIAZ,SEP7C95F33EBE52,SEPB4A8B9E89D21,2828,2828,RCAJALEON,Peru,Peru,16,0,"03/Nov/2021, 03:41, PM","03/Nov/2021, 03:42, PM",26.0
4122792928,\ ,10.200.16.4,SIP_Trunk_InterGrupo,2200,2200,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 04:44, PM","03/Nov/2021, 04:45, PM",65.0
2142,LGOMEZ,SEP34DBFDCD028D,SEP0C272455A536,2034,2034,RCMARTINEZ,Venezuela,Venezuela,16,0,"03/Nov/2021, 04:46, PM","03/Nov/2021, 04:47, PM",37.0
8611,\ ,SEPA4B439303F92,CiscoUM1-VI1,8605,8000,\ ,Brasil,Miami,16,0,"03/Nov/2021, 05:52, PM","03/Nov/2021, 05:52, PM",2.0
2036,\ ,SEP34DBFDCC93C1,AN00F137DEFF400,2472,2472,\ ,Venezuela,Venezuela,0,16,"03/Nov/2021, 05:05, PM","03/Nov/2021, 05:06, PM",69.0
2279,\ ,SEP0C272455C020,SEP34DBFDCC93C1,2222,2222,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 05:11, PM","03/Nov/2021, 05:13, PM",95.0
2279,\ ,SEP0C272455C020,SEP34DBFDCC93C1,2222,2222,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 05:13, PM","03/Nov/2021, 05:14, PM",23.0
996745533,\ ,10.200.130.2,CiscoUM1-VI1,8511,8000,\ ,Peru,Miami,16,0,"03/Nov/2021, 04:13, PM","03/Nov/2021, 04:14, PM",45.0
8513,SMENDOZA,SEP5CFC665C3714,10.200.130.2,+5112098600,+5112098600,\ ,Peru,Peru,16,0,"03/Nov/2021, 04:22, PM","03/Nov/2021, 04:23, PM",40.0
9087441,\ ,10.200.150.2,CiscoUM1-VI1,5306,8000,\ ,Panama,Miami,16,0,"03/Nov/2021, 04:26, PM","03/Nov/2021, 04:26, PM",11.0
9087441,\ ,10.200.150.2,CiscoUM1-VI1,5306,8000,\ ,Panama,Miami,16,0,"03/Nov/2021, 04:27, PM","03/Nov/2021, 04:27, PM",3.0
3223,VPARDO,SEP006440B58E6F,SIP_Trunk_Uruguay_Antel,126960993,126960993,\ ,Uruguay,Uruguay,16,0,"03/Nov/2021, 06:27, PM","03/Nov/2021, 06:29, PM",90.0
2279,\ ,SEP0C272455C020,SEP34DBFDCD0C0C,2222,2222,sala_venezuela,Venezuela,Venezuela,16,0,"03/Nov/2021, 05:29, PM","03/Nov/2021, 05:29, PM",6.0
8513,SMENDOZA,SEP5CFC665C3714,10.200.130.2,+5112098600,+5112098600,\ ,Peru,Peru,16,0,"03/Nov/2021, 04:23, PM","03/Nov/2021, 04:30, PM",404.0
6597,DDEFREITAS,SEP64E9502EA5AD,10.200.16.4,15032424,15032424,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 05:32, PM","03/Nov/2021, 05:34, PM",92.0
6016262393,\ ,10.200.110.2,CiscoUM1-VI1,7368,8000,\ ,Colombia,Miami,16,0,"03/Nov/2021, 04:38, PM","03/Nov/2021, 04:38, PM",10.0
6016262393,\ ,10.200.110.2,CiscoUM1-VI1,7368,8000,\ ,Colombia,Miami,16,0,"03/Nov/2021, 04:38, PM","03/Nov/2021, 04:39, PM",9.0
2036,\ ,SEP34DBFDCC93C1,AN00F137DEFF400,2472,2472,\ ,Venezuela,Venezuela,0,16,"03/Nov/2021, 05:46, PM","03/Nov/2021, 05:47, PM",22.0
576018102463,\ ,10.200.110.2,CiscoUM1-VI1,7373,8000,\ ,Colombia,Miami,16,0,"03/Nov/2021, 04:51, PM","03/Nov/2021, 04:51, PM",7.0
6485,MVALOTTA,SEP007686EC10A2,10.200.25.2,10056223880800,10056223880800,\ ,Argentina,Argentina,16,0,"03/Nov/2021, 06:56, PM","03/Nov/2021, 06:59, PM",196.0
8578,RROSADO,SEP0C272455940D,CiscoUM1-VI1,2828,8000,\ ,Peru,Miami,16,0,"03/Nov/2021, 05:01, PM","03/Nov/2021, 05:01, PM",7.0
6914,IGOMEZ,SEP5017FF96B020,SIP_Trunk_InterGrupo,2200,2200,\ ,Mexico,Venezuela,16,0,"03/Nov/2021, 05:06, PM","03/Nov/2021, 05:06, PM",6.0
4143205660,\ ,10.200.16.4,SEP34DBFDCC93C1,2222,2222,\ ,Venezuela,Venezuela,0,16,"03/Nov/2021, 06:06, PM","03/Nov/2021, 06:08, PM",92.0
6595,ZTOVAR,SEP0C272455C1B2,SEP0C27245593D5,2152,2152,NCARRERO,Venezuela,Venezuela,16,0,"03/Nov/2021, 06:08, PM","03/Nov/2021, 06:09, PM",72.0
2036,\ ,SEP34DBFDCC93C1,SEP0C272455C020,2279,2279,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 06:10, PM","03/Nov/2021, 06:11, PM",5.0
2447,sala_venezuela,SEP34DBFDCD0C0C,SEP0C272455C020,2279,2279,\ ,Venezuela,Venezuela,0,16,"03/Nov/2021, 06:12, PM","03/Nov/2021, 06:12, PM",8.0
6595,ZTOVAR,SEP0C272455C1B2,SEP0C27245593D5,2152,2152,NCARRERO,Venezuela,Venezuela,16,0,"03/Nov/2021, 06:13, PM","03/Nov/2021, 06:14, PM",78.0
6595,ZTOVAR,SEP0C272455C1B2,SEP0C27245593D5,2152,2152,NCARRERO,Venezuela,Venezuela,16,0,"03/Nov/2021, 06:17, PM","03/Nov/2021, 06:18, PM",67.0
2279,\ ,SEP0C272455C020,AN00F137DEFF400,2472,2472,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 06:19, PM","03/Nov/2021, 06:19, PM",7.0
1127998970,\ ,10.200.25.2,CiscoUM1-VI1,6411,8000,\ ,Argentina,Miami,16,0,"03/Nov/2021, 07:19, PM","03/Nov/2021, 07:20, PM",11.0
2279,\ ,SEP0C272455C020,CiscoUM1-VI1,2196,8000,\ ,Venezuela,Miami,16,0,"03/Nov/2021, 06:22, PM","03/Nov/2021, 06:22, PM",4.0
2279,\ ,SEP0C272455C020,CiscoUM1-VI1,2196,8000,\ ,Venezuela,Miami,16,0,"03/Nov/2021, 06:22, PM","03/Nov/2021, 06:22, PM",3.0
2279,\ ,SEP0C272455C020,CiscoUM1-VI1,2196,8000,\ ,Venezuela,Miami,16,0,"03/Nov/2021, 06:22, PM","03/Nov/2021, 06:22, PM",2.0
2279,\ ,SEP0C272455C020,AN00F137DEFF400,2472,2472,\ ,Venezuela,Venezuela,0,16,"03/Nov/2021, 06:25, PM","03/Nov/2021, 06:25, PM",46.0
13115100,\ ,10.200.130.2,CiscoUM1-VI1,2826,8000,\ ,Peru,Miami,16,0,"03/Nov/2021, 05:30, PM","03/Nov/2021, 05:31, PM",46.0
2196,\ ,SEP0C272455489E,CiscoUM1-VI1,6680,8000,\ ,Venezuela,Miami,16,0,"03/Nov/2021, 06:34, PM","03/Nov/2021, 06:34, PM",2.0
6485,MVALOTTA,SEP007686EC10A2,10.200.25.2,10056223880800,10056223880800,\ ,Argentina,Argentina,16,0,"03/Nov/2021, 07:35, PM","03/Nov/2021, 07:36, PM",73.0
6485,MVALOTTA,SEP007686EC10A2,10.200.25.2,10056223880800,10056223880800,\ ,Argentina,Argentina,16,0,"03/Nov/2021, 07:37, PM","03/Nov/2021, 07:38, PM",68.0
2036,\ ,SEP34DBFDCC93C1,AN00F137DEFF400,2472,2472,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 06:45, PM","03/Nov/2021, 06:46, PM",48.0
2196,\ ,SEP0C272455489E,SEP34DBFDCD0C0C,2447,2447,sala_venezuela,Venezuela,Venezuela,0,16,"03/Nov/2021, 06:55, PM","03/Nov/2021, 06:56, PM",28.0
6485,MVALOTTA,SEP007686EC10A2,10.200.25.2,10056223880800,10056223880800,\ ,Argentina,Argentina,16,0,"03/Nov/2021, 07:39, PM","03/Nov/2021, 08:04, PM",1456.0
2279,\ ,SEP0C272455C020,SEP34DBFDCD0C0C,2222,2222,sala_venezuela,Venezuela,Venezuela,16,0,"03/Nov/2021, 07:15, PM","03/Nov/2021, 07:15, PM",13.0
4262946017,\ ,10.200.16.4,CiscoUM1-VI1,6530,8000,\ ,Venezuela,Miami,16,0,"03/Nov/2021, 07:15, PM","03/Nov/2021, 07:15, PM",12.0
2472,\ ,AN00F137DEFF400,SEP34DBFDCD0C0C,2222,2222,sala_venezuela,Venezuela,Venezuela,16,0,"03/Nov/2021, 07:24, PM","03/Nov/2021, 07:26, PM",144.0
3145,\ ,SEP00279025BA44,SEP00279025BB0F,3133,3133,\ ,Uruguay,Uruguay,0,16,"03/Nov/2021, 08:57, PM","03/Nov/2021, 08:58, PM",52.0
2279,\ ,SEP0C272455C020,SEP34DBFDCC93C1,2222,2222,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 08:25, PM","03/Nov/2021, 08:25, PM",12.0
2036,\ ,SEP34DBFDCC93C1,AN00F137DEFF400,2472,2472,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 08:58, PM","03/Nov/2021, 08:59, PM",64.0
2472,\ ,AN00F137DEFF400,SEP34DBFDCD0C0C,2222,2222,sala_venezuela,Venezuela,Venezuela,16,0,"03/Nov/2021, 09:02, PM","03/Nov/2021, 09:04, PM",81.0
3133,\ ,SEP00279025BB0F,SIP_Trunk_Uruguay_Antel,122089824,122089824,\ ,Uruguay,Uruguay,16,0,"03/Nov/2021, 10:06, PM","03/Nov/2021, 10:07, PM",32.0
2036,\ ,SEP34DBFDCC93C1,AN00F137DEFF400,2472,2472,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 09:14, PM","03/Nov/2021, 09:16, PM",113.0
2036,\ ,SEP34DBFDCC93C1,10.200.16.4,104141243384,104141243384,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 09:17, PM","03/Nov/2021, 09:18, PM",20.0
2036,\ ,SEP34DBFDCC93C1,10.200.16.4,104141243384,104141243384,\ ,Venezuela,Venezuela,16,0,"03/Nov/2021, 09:18, PM","03/Nov/2021, 09:19, PM",49.0
2472,\ ,AN00F137DEFF400,SEP34DBFDCC93C1,2222,2222,\ ,Venezuela,Venezuela,0,16,"04/Nov/2021, 04:28, AM","04/Nov/2021, 04:29, AM",10.0
3133,\ ,SEP00279025BB0F,SEP34DBFDCC93C1,2222,2222,\ ,Uruguay,Venezuela,16,0,"04/Nov/2021, 05:29, AM","04/Nov/2021, 05:29, AM",18.0
2036,\ ,SEP34DBFDCC93C1,SEP0C272455C020,2279,2279,\ ,Venezuela,Venezuela,0,16,"04/Nov/2021, 04:56, AM","04/Nov/2021, 04:56, AM",6.0
5643,RMARTINEZ,SEP1C1D862EB132,10.200.24.2,1641605052,1641605052,\ ,Espana,Espana,16,0,"04/Nov/2021, 09:57, AM","04/Nov/2021, 09:57, AM",19.0
8105,sala_bolivia,SEP701F534C425A,SEP34DBFDCC93C1,2222,2222,\ ,Bolivia,Venezuela,16,0,"04/Nov/2021, 05:02, AM","04/Nov/2021, 05:02, AM",17.0
919058112,\ ,10.200.24.2,SEP1C1D862EB132,5643,5643,RMARTINEZ,Espana,Espana,0,16,"04/Nov/2021, 09:58, AM","04/Nov/2021, 10:06, AM",476.0
2447,sala_venezuela,SEP34DBFDCD0C0C,AN00F137DEFF400,2472,2472,\ ,Venezuela,Venezuela,16,0,"04/Nov/2021, 05:07, AM","04/Nov/2021, 05:08, AM",24.0
3133,\ ,SEP00279025BB0F,SIP_Trunk_Uruguay_Antel,122089824,122089824,\ ,Uruguay,Uruguay,16,0,"04/Nov/2021, 06:21, AM","04/Nov/2021, 06:23, AM",94.0
3220,MMIQUILENA,SEP701F534C3D07,CiscoUM1-VI1,8000,8000,\ ,Uruguay,Miami,16,0,"04/Nov/2021, 06:29, AM","04/Nov/2021, 06:29, AM",1.0
5643,RMARTINEZ,SEP1C1D862EB132,SEP50F7227021A3,5617,5617,IANDINO,Espana,Espana,0,16,"04/Nov/2021, 10:32, AM","04/Nov/2021, 10:33, AM",59.0
5643,RMARTINEZ,SEP1C1D862EB132,10.200.24.2,1607662997,1607662997,\ ,Espana,Espana,16,0,"04/Nov/2021, 10:31, AM","04/Nov/2021, 10:38, AM",403.0
678120303,\ ,10.200.24.2,SEP1C1D862EB132,5643,5643,RMARTINEZ,Espana,Espana,0,16,"04/Nov/2021, 11:07, AM","04/Nov/2021, 11:07, AM",11.0
3284,MCERVERO,SEPF0B2E576DDF4,CiscoUM1-VI1,8000,8000,\ ,Uruguay,Miami,16,0,"04/Nov/2021, 07:09, AM","04/Nov/2021, 07:09, AM",2.0
2472,\ ,AN00F137DEFF400,SEP34DBFDCC93C1,2222,2222,\ ,Venezuela,Venezuela,0,16,"04/Nov/2021, 06:38, AM","04/Nov/2021, 06:39, AM",10.0
2036,\ ,SEP34DBFDCC93C1,SEP0C272455C020,2279,2279,\ ,Venezuela,Venezuela,16,0,"04/Nov/2021, 06:40, AM","04/Nov/2021, 06:41, AM",11.0
2279,\ ,SEP0C272455C020,SEP34DBFDCC93C1,2222,2222,\ ,Venezuela,Venezuela,0,16,"04/Nov/2021, 06:48, AM","04/Nov/2021, 06:48, AM",10.0
2279,\ ,SEP0C272455C020,AN00F137DEFF400,2472,2472,\ ,Venezuela,Venezuela,16,0,"04/Nov/2021, 06:53, AM","04/Nov/2021, 06:54, AM",22.0
2279,\ ,SEP0C272455C020,SEP34DBFDCD0C0C,2447,2447,sala_venezuela,Venezuela,Venezuela,16,0,"04/Nov/2021, 06:58, AM","04/Nov/2021, 06:58, AM",10.0
3471491068,\ ,10.200.25.2,CiscoUM1-VI1,6412,8000,\ ,Argentina,Miami,16,0,"04/Nov/2021, 08:04, AM","04/Nov/2021, 08:05, AM",36.0
2279,\ ,SEP0C272455C020,SEP34DBFDCC93C1,2222,2222,\ ,Venezuela,Venezuela,16,0,"04/Nov/2021, 07:09, AM","04/Nov/2021, 07:10, AM",30.0
2036,\ ,SEP34DBFDCC93C1,AN00F137DEFF400,2472,2472,\ ,Venezuela,Venezuela,16,0,"04/Nov/2021, 07:16, AM","04/Nov/2021, 07:16, AM",28.0
5643,RMARTINEZ,SEP1C1D862EB132,SEP50F7227021A3,5617,5617,IANDINO,Espana,Espana,0,16,"04/Nov/2021, 12:18, PM","04/Nov/2021, 12:18, PM",26.0
5643,RMARTINEZ,SEP1C1D862EB132,SEP50F7227021A3,5617,5617,IANDINO,Espana,Espana,0,16,"04/Nov/2021, 12:18, PM","04/Nov/2021, 12:20, PM",93.0
2111,\ ,SEP34DBFDCDA833,SEP34DBFDCC93C1,2222,2222,\ ,Venezuela,Venezuela,16,0,"04/Nov/2021, 07:23, AM","04/Nov/2021, 07:24, AM",17.0
2472,\ ,AN00F137DEFF400,SEP34DBFDCD0C0C,2222,2222,sala_venezuela,Venezuela,Venezuela,0,16,"04/Nov/2021, 07:28, AM","04/Nov/2021, 07:28, AM",14.0
2447,sala_venezuela,SEP34DBFDCD0C0C,AN00F137DEFF400,2472,2472,\ ,Venezuela,Venezuela,16,0,"04/Nov/2021, 07:29, AM","04/Nov/2021, 07:29, AM",13.0
2036,\ ,SEP34DBFDCC93C1,AN00F137DEFF400,2472,2472,\ ,Venezuela,Venezuela,16,0,"04/Nov/2021, 07:35, AM","04/Nov/2021, 07:36, AM",19.0
2111,\ ,SEP34DBFDCDA833,SEP34DBFDCC93C1,2222,2222,\ ,Venezuela,Venezuela,0,16,"04/Nov/2021, 07:40, AM","04/Nov/2021, 07:41, AM",47.0
5422200001,\ ,10.200.25.2,CiscoUM1-VI1,6411,8000,\ ,Argentina,Miami,16,0,"04/Nov/2021, 08:42, AM","04/Nov/2021, 08:42, AM",14.0
5422200001,\ ,10.200.25.2,CiscoUM1-VI1,6411,8000,\ ,Argentina,Miami,16,0,"04/Nov/2021, 08:43, AM","04/Nov/2021, 08:44, AM",10.0
6523,HJHERNANDEZ,SEP0C272455BEF1,SEP34DBFDCD0C0C,2222,2222,sala_venezuela,Venezuela,Venezuela,16,0,"04/Nov/2021, 07:47, AM","04/Nov/2021, 07:47, AM",37.0
3145,\ ,SEP00279025BA44,SEP00279025BB0F,3133,3133,\ ,Uruguay,Uruguay,16,0,"04/Nov/2021, 08:47, AM","04/Nov/2021, 08:47, AM",25.0
6523,HJHERNANDEZ,SEP0C272455BEF1,SEP34DBFDCD0C0C,2222,2222,sala_venezuela,Venezuela,Venezuela,16,0,"04/Nov/2021, 07:51, AM","04/Nov/2021, 07:52, AM",34.0
3133,\ ,SEP00279025BB0F,SEP00279025BA44,3145,3145,\ ,Uruguay,Uruguay,16,0,"04/Nov/2021, 08:52, AM","04/Nov/2021, 08:52, AM",20.0
2447,sala_venezuela,SEP34DBFDCD0C0C,AN00F137DEFF400,2472,2472,\ ,Venezuela,Venezuela,16,0,"04/Nov/2021, 07:53, AM","04/Nov/2021, 07:54, AM",25.0
2447,sala_venezuela,SEP34DBFDCD0C0C,SEP0C272455BEF1,6523,6523,HJHERNANDEZ,Venezuela,Venezuela,0,16,"04/Nov/2021, 07:55, AM","04/Nov/2021, 07:55, AM",52.0
2447,sala_venezuela,SEP34DBFDCD0C0C,AN00F137DEFF409,2440,2440,\ ,Venezuela,Venezuela,16,0,"04/Nov/2021, 07:56, AM","04/Nov/2021, 07:57, AM",45.0
2111,\ ,SEP34DBFDCDA833,SEP34DBFDCC93C1,2222,2222,\ ,Venezuela,Venezuela,0,16,"04/Nov/2021, 07:57, AM","04/Nov/2021, 07:57, AM",36.0
2111,\ ,SEP34DBFDCDA833,SEP34DBFDCD0C0C,2222,2222,sala_venezuela,Venezuela,Venezuela,0,16,"04/Nov/2021, 07:58, AM","04/Nov/2021, 07:58, AM",7.0
8615,TCARVALHO,SEPA4B439304390,10.200.100.2,133179528,133179528,\ ,Brasil,Brasil,16,0,"04/Nov/2021, 08:59, AM","04/Nov/2021, 08:59, AM",21.0
8637,\ ,SEPA4B439303FA0,CiscoUM1-VI1,8615,8000,\ ,Brasil,Miami,16,0,"04/Nov/2021, 09:00, AM","04/Nov/2021, 09:00, AM",4.0
6523,HJHERNANDEZ,SEP0C272455BEF1,SEP34DBFDCD0C0C,2222,2222,sala_venezuela,Venezuela,Venezuela,16,0,"04/Nov/2021, 07:59, AM","04/Nov/2021, 08:00, AM",46.0
2111,\ ,SEP34DBFDCDA833,SEP34DBFDCC93C1,2222,2222,\ ,Venezuela,Venezuela,0,16,"04/Nov/2021, 08:00, AM","04/Nov/2021, 08:00, AM",21.0
2036,\ ,SEP34DBFDCC93C1,AN00F137DEFF400,2472,2472,\ ,Venezuela,Venezuela,16,0,"04/Nov/2021, 08:01, AM","04/Nov/2021, 08:01, AM",20.0
8615,TCARVALHO,SEPA4B439304390,CiscoUM1-VI1,8605,8000,\ ,Brasil,Miami,16,0,"04/Nov/2021, 09:01, AM","04/Nov/2021, 09:01, AM",3.0
2279,\ ,SEP0C272455C020,SEP34DBFDCD0C0C,2222,2222,sala_venezuela,Venezuela,Venezuela,0,16,"04/Nov/2021, 08:01, AM","04/Nov/2021, 08:02, AM",33.0
3133,\ ,SEP00279025BB0F,SEP00279025BA44,3145,3145,\ ,Uruguay,Uruguay,0,16,"04/Nov/2021, 09:02, AM","04/Nov/2021, 09:02, AM",31.0
2447,sala_venezuela,SEP34DBFDCD0C0C,AN00F137DEFF409,2440,2440,\ ,Venezuela,Venezuela,0,16,"04/Nov/2021, 08:04, AM","04/Nov/2021, 08:04, AM",13.0
8637,\ ,SEPA4B439303FA0,CiscoUM1-VI1,8615,8000,\ ,Brasil,Miami,16,0,"04/Nov/2021, 09:04, AM","04/Nov/2021, 09:04, AM",1.0
6523,HJHERNANDEZ,SEP0C272455BEF1,SEP34DBFDCC93C1,2222,2222,\ ,Venezuela,Venezuela,16,0,"04/Nov/2021, 08:08, AM","04/Nov/2021, 08:08, AM",15.0
